datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,count_hat,dataset_type
2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11.0,25.0,36.0,69.27610778808594,train
2011-01-01 21:00:00,1,0,0,2,16.4,20.455,87,12.998,3.0,31.0,34.0,90.1696548461914,train
2011-01-01 22:00:00,1,0,0,2,16.4,20.455,94,15.0013,11.0,17.0,28.0,45.4567756652832,train
2011-01-01 23:00:00,1,0,0,2,18.86,22.725,88,19.9995,15.0,24.0,39.0,76.92904663085938,train
2011-01-02 00:00:00,1,0,0,2,18.86,22.725,88,19.9995,4.0,13.0,17.0,76.92904663085938,train
2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,1.0,16.0,17.0,52.495361328125,train
2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1.0,8.0,9.0,29.331926345825195,train
2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2.0,4.0,6.0,74.76666259765625,train
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2.0,1.0,3.0,74.76666259765625,train
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0.0,2.0,2.0,58.43635940551758,train
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0.0,1.0,1.0,110.46023559570312,train
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0.0,8.0,8.0,86.19013977050781,train
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1.0,19.0,20.0,97.93659973144531,train
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7.0,46.0,53.0,89.08032989501953,train
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16.0,54.0,70.0,103.33055877685547,train
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20.0,73.0,93.0,111.75848388671875,train
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11.0,64.0,75.0,115.25849914550781,train
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4.0,55.0,59.0,81.22610473632812,train
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19.0,55.0,74.0,84.76620483398438,train
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9.0,67.0,76.0,89.8177719116211,train
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7.0,58.0,65.0,109.13607025146484,train
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10.0,43.0,53.0,125.35088348388672,train
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1.0,29.0,30.0,156.2371063232422,train
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5.0,17.0,22.0,115.87462615966797,train
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11.0,20.0,31.0,95.38265991210938,train
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0.0,9.0,9.0,91.60575866699219,train
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0.0,8.0,8.0,64.272705078125,train
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0.0,5.0,5.0,79.30960845947266,train
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0.0,2.0,2.0,67.43711853027344,train
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0.0,1.0,1.0,58.03083801269531,train
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0.0,3.0,3.0,54.64906692504883,train
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0.0,30.0,30.0,62.9555549621582,train
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1.0,63.0,64.0,65.12390899658203,train
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1.0,153.0,154.0,57.66650390625,train
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7.0,81.0,88.0,72.36505126953125,train
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11.0,33.0,44.0,58.937679290771484,train
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10.0,41.0,51.0,93.55789184570312,train
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13.0,48.0,61.0,93.2085952758789,train
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8.0,53.0,61.0,102.12168884277344,train
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11.0,66.0,77.0,111.514892578125,train
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14.0,58.0,72.0,108.13282012939453,train
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9.0,67.0,76.0,108.13282012939453,train
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11.0,146.0,157.0,117.91816711425781,train
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9.0,148.0,157.0,128.74566650390625,train
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8.0,102.0,110.0,76.14271545410156,train
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3.0,49.0,52.0,77.61482238769531,train
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3.0,49.0,52.0,74.70303344726562,train
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0.0,20.0,20.0,59.059112548828125,train
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1.0,11.0,12.0,63.47251892089844,train
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0.0,5.0,5.0,59.50328826904297,train
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0.0,2.0,2.0,57.76254653930664,train
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0.0,1.0,1.0,47.834434509277344,train
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0.0,2.0,2.0,36.01556396484375,train
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0.0,4.0,4.0,43.883968353271484,train
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0.0,36.0,36.0,53.198753356933594,train
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2.0,92.0,94.0,68.52037811279297,train
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2.0,177.0,179.0,76.42723083496094,train
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2.0,98.0,100.0,67.238525390625,train
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5.0,37.0,42.0,49.51789855957031,train
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7.0,50.0,57.0,78.42790222167969,train
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12.0,66.0,78.0,78.9934310913086,train
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18.0,79.0,97.0,86.534912109375,train
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9.0,54.0,63.0,84.9194564819336,train
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17.0,48.0,65.0,86.34353637695312,train
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15.0,68.0,83.0,102.60819244384766,train
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10.0,202.0,212.0,112.7938003540039,train
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3.0,179.0,182.0,102.07955169677734,train
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2.0,110.0,112.0,83.94284057617188,train
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1.0,53.0,54.0,83.94284057617188,train
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0.0,48.0,48.0,40.58005142211914,train
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1.0,34.0,35.0,44.038883209228516,train
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2.0,9.0,11.0,46.958274841308594,train
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0.0,6.0,6.0,35.4466552734375,train
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,6.0,6.0,42.48103332519531,train
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,2.0,2.0,42.48103332519531,train
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0.0,2.0,2.0,74.70103454589844,train
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0.0,3.0,3.0,78.47087860107422,train
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0.0,33.0,33.0,67.0492172241211,train
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1.0,87.0,88.0,80.21322631835938,train
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3.0,192.0,195.0,106.55542755126953,train
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6.0,109.0,115.0,92.71189880371094,train
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4.0,53.0,57.0,92.71189880371094,train
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12.0,34.0,46.0,116.27920532226562,train
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5.0,74.0,79.0,116.27920532226562,train
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6.0,65.0,71.0,119.77352142333984,train
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10.0,52.0,62.0,125.64701843261719,train
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7.0,55.0,62.0,125.64701843261719,train
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4.0,85.0,89.0,141.89637756347656,train
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4.0,186.0,190.0,126.67352294921875,train
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3.0,166.0,169.0,119.3548583984375,train
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5.0,127.0,132.0,117.12567138671875,train
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7.0,82.0,89.0,78.47087860107422,train
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3.0,40.0,43.0,68.6168212890625,train
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1.0,41.0,42.0,71.44808197021484,train
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1.0,18.0,19.0,76.14271545410156,train
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0.0,11.0,11.0,48.875579833984375,train
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,4.0,4.0,35.55849838256836,train
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,2.0,2.0,35.55849838256836,train
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0.0,1.0,1.0,44.915138244628906,train
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0.0,4.0,4.0,46.12993621826172,train
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0.0,36.0,36.0,44.539180755615234,train
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0.0,95.0,95.0,57.57833480834961,train
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3.0,216.0,219.0,77.46195983886719,train
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6.0,116.0,122.0,68.85625457763672,train
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3.0,42.0,45.0,76.14271545410156,train
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2.0,57.0,59.0,75.3533706665039,train
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6.0,78.0,84.0,107.43183135986328,train
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12.0,55.0,67.0,113.37122344970703,train
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11.0,59.0,70.0,118.77513122558594,train
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8.0,54.0,62.0,107.44587707519531,train
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12.0,74.0,86.0,118.22465515136719,train
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9.0,163.0,172.0,78.9934310913086,train
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5.0,158.0,163.0,88.55358123779297,train
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3.0,109.0,112.0,62.874019622802734,train
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3.0,66.0,69.0,78.8077621459961,train
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0.0,48.0,48.0,90.47047424316406,train
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1.0,51.0,52.0,85.33784484863281,train
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4.0,19.0,23.0,74.49542999267578,train
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4.0,13.0,17.0,66.28318786621094,train
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2.0,5.0,7.0,61.734397888183594,train
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0.0,1.0,1.0,61.734397888183594,train
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0.0,1.0,1.0,68.8412857055664,train
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0.0,5.0,5.0,70.43545532226562,train
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8.0,26.0,34.0,85.6243896484375,train
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8.0,76.0,84.0,61.16576385498047,train
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20.0,190.0,210.0,81.27668762207031,train
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9.0,125.0,134.0,75.45037841796875,train
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16.0,47.0,63.0,92.71189880371094,train
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19.0,48.0,67.0,83.60539245605469,train
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9.0,50.0,59.0,88.051513671875,train
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9.0,64.0,73.0,84.3827896118164,train
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7.0,43.0,50.0,85.08828735351562,train
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9.0,63.0,72.0,95.73825073242188,train
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5.0,82.0,87.0,95.73825073242188,train
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9.0,178.0,187.0,81.99275207519531,train
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7.0,116.0,123.0,92.31414794921875,train
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3.0,92.0,95.0,62.393157958984375,train
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1.0,50.0,51.0,72.25631713867188,train
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0.0,39.0,39.0,70.4828109741211,train
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2.0,34.0,36.0,79.20307922363281,train
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1.0,14.0,15.0,77.72705841064453,train
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1.0,24.0,25.0,29.65666389465332,train
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1.0,15.0,16.0,23.167247772216797,train
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3.0,13.0,16.0,18.746570587158203,train
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,7.0,7.0,21.596181869506836,train
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,1.0,1.0,21.596181869506836,train
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,5.0,5.0,33.45634460449219,train
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,2.0,2.0,33.45634460449219,train
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1.0,8.0,9.0,33.48687744140625,train
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,15.0,15.0,26.94812774658203,train
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,20.0,20.0,26.94812774658203,train
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5.0,56.0,61.0,54.30271911621094,train
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2.0,60.0,62.0,64.77084350585938,train
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8.0,90.0,98.0,69.65068817138672,train
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7.0,95.0,102.0,90.61473083496094,train
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12.0,83.0,95.0,117.0070571899414,train
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5.0,69.0,74.0,109.60112762451172,train
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8.0,68.0,76.0,93.37944030761719,train
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5.0,64.0,69.0,91.92658233642578,train
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3.0,52.0,55.0,69.44672393798828,train
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4.0,26.0,30.0,63.387733459472656,train
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0.0,28.0,28.0,57.7210693359375,train
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2.0,35.0,37.0,59.95656967163086,train
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1.0,33.0,34.0,59.3411750793457,train
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0.0,22.0,22.0,49.998023986816406,train
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1.0,24.0,25.0,45.961307525634766,train
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0.0,12.0,12.0,47.10988998413086,train
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0.0,11.0,11.0,40.31646728515625,train
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0.0,4.0,4.0,37.91981506347656,train
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1.0,21.705787658691406,train
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1.0,21.705787658691406,train
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,1.0,1.0,33.68267822265625,train
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1.0,5.0,6.0,21.70578384399414,train
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,10.0,10.0,33.682674407958984,train
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0.0,19.0,19.0,48.961708068847656,train
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0.0,49.0,49.0,58.945735931396484,train
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2.0,47.0,49.0,86.95639038085938,train
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4.0,79.0,83.0,87.7618637084961,train
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6.0,69.0,75.0,102.73902893066406,train
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8.0,64.0,72.0,114.52901458740234,train
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5.0,77.0,82.0,105.10479736328125,train
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13.0,79.0,92.0,102.73902893066406,train
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3.0,59.0,62.0,87.88350677490234,train
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4.0,44.0,48.0,77.01940155029297,train
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1.0,40.0,41.0,65.8489761352539,train
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0.0,38.0,38.0,47.17708206176758,train
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1.0,19.0,20.0,51.2975959777832,train
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5.0,10.0,15.0,47.36333084106445,train
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0.0,6.0,6.0,32.956390380859375,train
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2.0,3.0,5.0,45.81241226196289,train
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1.0,0.0,1.0,45.81241226196289,train
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,3.0,3.0,47.19587707519531,train
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,1.0,1.0,47.19587707519531,train
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1.0,2.0,3.0,77.02107238769531,train
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0.0,3.0,3.0,49.88412857055664,train
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0.0,31.0,31.0,45.81241226196289,train
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2.0,75.0,77.0,47.19587707519531,train
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4.0,184.0,188.0,74.49541473388672,train
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2.0,92.0,94.0,64.13378143310547,train
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0.0,31.0,31.0,62.87895965576172,train
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2.0,28.0,30.0,66.42914581298828,train
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5.0,47.0,52.0,84.45120239257812,train
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4.0,50.0,54.0,84.45120239257812,train
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0.0,47.0,47.0,83.60539245605469,train
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2.0,43.0,45.0,83.60539245605469,train
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4.0,70.0,74.0,97.24208068847656,train
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4.0,174.0,178.0,100.75070190429688,train
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1.0,154.0,155.0,100.75045013427734,train
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3.0,92.0,95.0,73.08021545410156,train
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1.0,73.0,74.0,68.84119415283203,train
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1.0,37.0,38.0,60.7886848449707,train
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2.0,22.0,24.0,54.069786071777344,train
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,18.0,18.0,54.069786071777344,train
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2.0,10.0,12.0,57.42145538330078,train
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,3.0,3.0,54.069786071777344,train
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0.0,3.0,3.0,54.025997161865234,train
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,6.0,6.0,59.2181510925293,train
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,27.0,27.0,59.2181510925293,train
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2.0,97.0,99.0,51.679298400878906,train
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3.0,214.0,217.0,84.76885986328125,train
