id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,log_trip_duration,dist,pickup_hour,dropoff_hour,dayofweek,speed
id0024565,A,2016-02-08 17:45:17,2016-02-08 18:02:48,1,-73.98222351074217,40.7653694152832,-73.99505615234375,40.72635269165039,N,1051,6.957497370876951,0.04107287929417399,17,18,0,3.907980903346716e-05
id3153115,B,2016-04-05 08:51:11,2016-04-05 08:56:46,2,-73.96439361572266,40.770320892333984,-73.958251953125,40.783241271972656,N,335,5.814130531825066,0.014305811038555504,8,8,1,4.2703913547926876e-05
id3680449,A,2016-04-04 13:45:01,2016-04-04 13:55:41,1,-73.98676300048828,40.74270248413086,-73.97605895996092,40.75124740600586,N,640,6.461468176353717,0.013696429223019233,13,13,0,2.1400670660967552e-05
id2171759,B,2016-04-04 11:52:29,2016-04-04 11:57:41,3,-74.00282287597656,40.7495574951172,-73.99342346191406,40.755409240722656,N,312,5.7430031878094825,0.01107212316357072,11,11,0,3.5487574242213846e-05
id3505043,B,2016-05-07 16:31:10,2016-05-07 16:44:18,1,-73.98794555664062,40.75973129272461,-73.96356201171875,40.774295806884766,N,788,6.669498089857879,0.028402153715492914,16,16,5,3.604334227854431e-05
id2947100,B,2016-01-05 18:11:50,2016-01-05 18:22:15,1,-74.01138305664062,40.70328521728516,-73.97724151611328,40.73404693603516,N,625,6.437751649736401,0.04595571923095489,18,18,1,7.352915076952782e-05
id2568497,B,2016-06-24 21:15:52,2016-06-24 21:31:02,1,-73.99280548095702,40.72333526611328,-73.9588394165039,40.71883773803711,N,910,6.813444599510896,0.03426253483367555,21,21,4,3.765113717986324e-05
id1549243,B,2016-06-16 15:38:11,2016-06-16 16:29:06,1,-73.87091064453125,40.77376556396485,-73.97850036621094,40.78823852539063,N,3055,8.024534871605695,0.10855880813432307,15,16,3,3.5534798079974817e-05
id3509622,A,2016-04-26 11:27:10,2016-04-26 11:33:33,1,-73.95547485351561,40.77985763549805,-73.96389770507811,40.7739372253418,N,383,5.948034989180646,0.010295420577234173,11,11,1,2.6880993674240662e-05
id1749926,A,2016-06-01 23:36:00,2016-06-01 23:57:29,1,-73.9980926513672,40.72614669799805,-73.94127655029298,40.68212127685546,N,1289,7.161622002939187,0.07187702726224723,23,23,2,5.576185202656884e-05
id2451015,A,2016-01-18 19:24:51,2016-01-18 19:29:43,1,-73.9951171875,40.745166778564446,-74.00438690185547,40.732097625732415,N,292,5.676753802268282,0.016022807493662708,19,19,0,5.487262840295448e-05
id0684226,A,2016-05-27 13:54:55,2016-05-27 14:12:02,2,-73.98691558837889,40.745094299316406,-74.01204681396483,40.721622467041016,N,1027,6.934397209928558,0.03438757638763378,13,14,4,3.3483521312204265e-05
id0908935,A,2016-03-05 07:31:53,2016-03-05 07:39:28,1,-73.95616912841797,40.76423645019531,-73.9510498046875,40.78598785400391,N,455,6.12029741895095,0.02234571643743284,7,7,5,4.9111464697654595e-05
id3052943,A,2016-05-27 09:29:55,2016-05-27 09:41:49,3,-73.97479248046875,40.76147079467773,-73.98493194580078,40.74792098999024,N,714,6.570882962339584,0.016923532854828966,9,9,4,2.370242696754757e-05
id1782966,A,2016-03-24 07:26:11,2016-03-24 07:31:53,1,-73.96710205078125,40.79346466064453,-73.98231506347656,40.775238037109375,N,342,5.834810737062605,0.023741220709139012,7,7,3,6.941877400333044e-05
id2485216,B,2016-01-09 21:44:15,2016-01-09 21:49:37,1,-73.96797180175781,40.76525115966797,-73.9737777709961,40.76433181762695,N,322,5.7745515455444085,0.005878304907390134,21,21,5,1.8255605302453834e-05
id2375153,B,2016-06-10 12:09:49,2016-06-10 12:31:19,1,-73.97035217285155,40.752490997314446,-73.99131011962889,40.74898147583008,N,1290,7.162397497355718,0.021249759390901655,12,12,4,1.6472681698373377e-05
id1923168,B,2016-01-21 08:27:45,2016-01-21 08:35:31,1,-73.98841094970702,40.7489128112793,-73.99668121337889,40.75603866577149,N,466,6.144185634125646,0.010916733185631378,8,8,3,2.342646606358665e-05
id1416429,A,2016-06-22 14:05:20,2016-06-22 14:13:54,1,-73.97496795654298,40.78788757324219,-73.96014404296875,40.77626800537109,N,514,6.2422232654551655,0.018835147229778894,14,14,2,3.6644255310853876e-05
id0823715,A,2016-01-07 11:39:13,2016-01-07 11:51:45,1,-73.95761108398438,40.78529357910156,-73.98710632324217,40.7700653076172,N,752,6.62273632394984,0.033194418074070246,11,11,3,4.414151339637001e-05
id1518609,A,2016-06-24 19:17:22,2016-06-24 19:42:31,1,-73.99651336669923,40.723457336425774,-73.9782943725586,40.755252838134766,N,1509,7.319202458767849,0.03664540457442278,19,19,4,2.428456234222848e-05
id2338490,A,2016-02-28 07:26:18,2016-02-28 07:32:41,1,-73.98429870605469,40.74656295776367,-73.97226715087889,40.74647521972656,N,383,5.948034989180646,0.012031875078779963,7,7,6,3.141481743806779e-05
id1443586,B,2016-04-19 10:08:16,2016-04-19 10:44:36,5,-73.98432922363281,40.74309158325195,-73.98384094238281,40.76722717285156,N,2180,7.687080155783135,0.024140528244010605,10,10,1,1.1073636809179177e-05
id2033114,B,2016-02-17 22:29:41,2016-02-17 22:49:01,1,-73.97940826416014,40.76166915893555,-73.99664306640625,40.71905899047852,N,1160,7.05617528410041,0.04596373423035191,22,22,2,3.962390881926889e-05
id1085743,A,2016-05-14 00:54:12,2016-05-14 00:55:06,1,-73.94617462158203,40.77732849121094,-73.94706726074217,40.7741813659668,N,54,3.9889840465642745,0.0032712691684614204,0,0,5,6.057905867521149e-05
id3699924,B,2016-02-02 11:45:35,2016-02-02 11:47:36,1,-73.96537780761719,40.76883316040039,-73.96573638916014,40.771026611328125,N,121,4.795790545596741,0.0022225678156867225,11,11,1,1.836832905526217e-05
id2498887,A,2016-05-19 06:52:26,2016-05-19 07:13:25,1,-73.96530151367188,40.77143478393555,-74.0079574584961,40.70578384399414,N,1259,7.138073034044347,0.07829160583381162,6,7,3,6.2185548716292e-05
id2907558,A,2016-04-29 22:58:00,2016-04-29 23:04:16,1,-74.00691986083984,40.70792007446289,-73.99533081054686,40.717506408691406,N,376,5.929589143389895,0.015040076151206772,22,23,4,4.000020252980525e-05
id3437789,B,2016-05-04 22:00:03,2016-05-04 22:05:29,1,-73.98858642578125,40.71880340576172,-73.9978790283203,40.716705322265625,N,326,5.786897381366708,0.009526511234723218,22,22,2,2.922242710037797e-05
id0909642,B,2016-01-22 20:24:58,2016-01-22 20:48:25,1,-74.00093078613281,40.73184967041016,-73.95201873779298,40.78194046020508,N,1407,7.249215057114389,0.07001053988562123,20,20,4,4.975873481565119e-05
id3988601,B,2016-06-25 21:01:58,2016-06-25 21:08:39,1,-74.00308990478516,40.72743988037109,-73.99201202392578,40.723880767822266,N,401,5.993961427306569,0.011635580194802589,21,21,5,2.90164094633481e-05
id2449596,B,2016-01-11 08:23:18,2016-01-11 08:43:46,3,-74.00342559814453,40.726688385009766,-73.94080352783203,40.79413604736328,N,1228,7.113142108707088,0.09203646476901176,8,8,0,7.494826121255029e-05
id0141303,B,2016-02-22 08:37:57,2016-02-22 08:43:28,1,-73.97991943359375,40.74922943115234,-73.98896789550781,40.74776077270508,N,331,5.802118375377063,0.009166876275206478,8,8,0,2.7694490257421383e-05
id0393386,B,2016-02-08 16:22:53,2016-02-08 16:36:49,1,-73.98072814941406,40.744678497314446,-73.97164916992188,40.7625389099121,N,836,6.728628613084702,0.020035523621260296,16,16,0,2.3965937346005137e-05
id0372196,A,2016-05-17 10:00:51,2016-05-17 10:22:11,1,-73.95506286621092,40.76541519165039,-73.98304748535155,40.76093292236328,N,1280,7.154615356913663,0.028341306363821678,10,10,1,2.2141645596735685e-05
id2197673,A,2016-03-14 07:06:22,2016-03-14 07:09:53,1,-73.96934509277344,40.760780334472656,-73.97628021240233,40.75403594970703,N,211,5.351858133476067,0.00967381052811343,7,7,0,4.584744326120109e-05
id0378590,B,2016-05-23 15:53:30,2016-05-23 16:05:41,2,-73.9739532470703,40.784698486328125,-73.95987701416014,40.813980102539055,N,731,6.594413459749778,0.03248928101490071,15,16,0,4.444498086853722e-05
id3926247,A,2016-06-28 13:57:15,2016-06-28 14:05:10,1,-74.00299835205078,40.733436584472656,-74.00369262695312,40.71731185913086,N,475,6.163314804034641,0.016139664958988796,13,14,1,3.397824201892378e-05
id3627188,B,2016-06-20 20:21:57,2016-06-20 20:23:39,1,-73.9683837890625,40.765132904052734,-73.97181701660156,40.76429748535156,N,102,4.624972813284271,0.0035334085160429515,20,20,0,3.4641259961205404e-05
id1663415,B,2016-06-04 19:53:20,2016-06-04 19:57:36,5,-73.97975158691406,40.78437042236328,-73.98223876953125,40.775440216064446,N,256,5.545177444479562,0.009270095032468442,19,19,5,3.621130872057985e-05
id1441068,A,2016-04-08 15:04:30,2016-04-08 15:27:22,2,-73.9876937866211,40.69588088989258,-73.94647216796875,40.72716522216797,N,1372,7.22402480828583,0.05174873225728628,15,15,4,3.771773488140399e-05
id3512584,A,2016-06-23 03:04:35,2016-06-23 03:20:06,2,-73.98551177978516,40.73845291137695,-73.96458435058595,40.71968460083008,N,931,6.836259277277067,0.02811061674299691,3,3,3,3.0194002946290987e-05
id0785649,A,2016-05-03 20:09:53,2016-05-03 20:22:41,1,-73.99019622802734,40.75596618652344,-73.96723175048828,40.78815460205078,N,768,6.643789733147672,0.03954062876084611,20,20,1,5.148519369901837e-05
id3215533,A,2016-03-02 07:31:59,2016-03-02 07:45:52,1,-73.97615051269531,40.788818359375,-73.97184753417967,40.759441375732415,N,833,6.725033642166843,0.029690449508937598,7,7,2,3.5642796529336855e-05
id2514104,B,2016-03-07 19:56:05,2016-03-07 20:12:37,2,-73.9788360595703,40.76383972167969,-73.9393539428711,40.80269241333008,N,992,6.899723107284872,0.05539286224352321,19,20,0,5.583957887451936e-05
id1843036,B,2016-05-09 11:32:00,2016-05-09 11:34:19,1,-73.9547348022461,40.78354263305664,-73.95743560791014,40.776981353759766,N,139,4.9344739331306915,0.00709540254295384,11,11,0,5.104606146009957e-05
id0333156,B,2016-02-21 00:07:18,2016-02-21 00:14:46,1,-73.99127960205078,40.72761154174805,-73.98368072509764,40.743965148925774,N,448,6.104793232414985,0.018032842223908108,0,0,6,4.02518799640806e-05
id3376471,B,2016-04-15 20:42:15,2016-04-15 20:42:54,1,-73.97218322753906,40.7863655090332,-73.97230529785155,40.78609085083008,N,39,3.6635616461296463,0.00030056328740255683,20,20,4,7.706750959039919e-06
id0000278,A,2016-06-04 23:59:12,2016-06-05 00:21:28,2,-73.93376922607422,40.80263137817384,-73.99211120605469,40.74258804321289,N,1336,7.197435354096591,0.08371970318434283,23,0,5,6.266444849127456e-05
id0371946,A,2016-04-30 12:40:29,2016-04-30 12:45:31,4,-73.95390319824217,40.770462036132805,-73.96366882324217,40.77704620361328,N,302,5.71042701737487,0.011777890008468442,12,12,5,3.89996357896306e-05
id3126075,B,2016-06-15 11:43:36,2016-06-15 12:10:40,2,-73.9785614013672,40.7618293762207,-73.99185943603516,40.749221801757805,N,1624,7.392647520721623,0.018324537098317977,11,12,2,1.128358195709235e-05
id2789897,B,2016-06-30 15:26:10,2016-06-30 15:40:16,1,-73.99539184570312,40.744571685791016,-74.00911712646483,40.71445083618164,N,846,6.740519359606223,0.033100587807140265,15,15,3,3.9125990315768635e-05
id1422027,B,2016-01-22 23:04:55,2016-01-22 23:13:17,1,-73.97825622558594,40.729469299316406,-73.98993682861328,40.719268798828125,N,502,6.218600119691729,0.015507633516878647,23,23,4,3.0891700232825994e-05
id2868054,A,2016-01-17 16:39:59,2016-01-17 17:01:08,4,-74.00835418701173,40.746536254882805,-73.97313690185547,40.762733459472656,N,1269,7.1459844677143876,0.03876347004981769,16,17,6,3.054646970040795e-05
id1236920,A,2016-04-16 14:26:36,2016-04-16 14:29:56,1,-73.97467041015625,40.76263046264648,-73.97806549072266,40.75470352172852,N,200,5.298317366548036,0.008623396336080775,14,14,5,4.3116981680403876e-05
id2981240,A,2016-05-08 08:59:25,2016-05-08 09:01:09,1,-73.95370483398438,40.77128601074219,-73.95198822021484,40.7779655456543,N,104,4.6443908991413725,0.006896589698962255,8,9,6,6.631336249002168e-05
id0630456,A,2016-05-23 12:57:49,2016-05-23 13:03:56,1,-73.99150085449217,40.75481414794922,-73.98458099365233,40.76461410522461,N,367,5.905361848054571,0.011996817771487766,12,13,0,3.268887676154705e-05
id2694838,B,2016-06-11 02:01:47,2016-06-11 02:08:19,2,-73.99153900146483,40.72547149658203,-73.97675323486328,40.74113845825195,N,392,5.971261839790462,0.021542343929161052,2,2,5,5.495495900296187e-05
id2847779,B,2016-03-24 14:50:06,2016-03-24 15:44:16,1,-73.78839874267578,40.64215850830078,-73.75910186767578,40.94437026977539,N,3250,8.086410275323782,0.3036284829497256,14,15,3,9.342414859991557e-05
id3356612,B,2016-03-11 22:13:34,2016-03-11 22:17:42,6,-73.99808502197266,40.716983795166016,-74.0052032470703,40.72438430786133,N,248,5.5134287461649825,0.010268238246855323,22,22,4,4.1404186479255335e-05
id2949106,B,2016-03-14 07:15:21,2016-03-14 08:00:52,4,-73.98989868164062,40.77190017700195,-73.77635955810547,40.646011352539055,N,2731,7.912423121473705,0.2478849600214039,7,8,0,9.076710363288315e-05
id0140932,B,2016-06-24 12:51:24,2016-06-24 12:57:12,1,-73.93708038330078,40.76422119140625,-73.9432373046875,40.7578582763672,N,348,5.8522024797744745,0.008854059450691622,12,12,4,2.5442699570952936e-05
id3973557,B,2016-04-01 15:26:46,2016-04-01 15:37:58,1,-73.98178100585938,40.768165588378906,-73.9732666015625,40.78523635864258,N,672,6.51025834052315,0.01907632768448129,15,15,4,2.838739238762097e-05
id0504466,A,2016-03-24 07:05:57,2016-03-24 07:15:45,2,-73.99414825439453,40.751163482666016,-73.99771881103516,40.76473617553711,N,588,6.376726947898627,0.014034488465809875,7,7,3,2.3868177662941964e-05
id3105738,A,2016-01-12 20:25:28,2016-01-12 20:30:50,1,-73.98206329345702,40.77626037597656,-73.97076416015625,40.796688079833984,N,322,5.7745515455444085,0.023344410428088158,20,20,1,7.249816903132969e-05
id1548670,A,2016-02-02 06:57:41,2016-02-02 07:06:42,1,-73.95860290527342,40.76810073852539,-73.97456359863281,40.750293731689446,N,541,6.293419278846481,0.02391303462481976,6,7,1,4.4201542744583664e-05
id0965029,A,2016-01-05 23:36:41,2016-01-05 23:45:08,1,-73.98098754882812,40.72111511230469,-73.98474884033203,40.70181274414063,N,507,6.2285110035911835,0.019665419662903118,23,23,1,3.878780998600221e-05
id3421109,B,2016-05-01 14:11:07,2016-05-01 14:13:49,1,-73.9881362915039,40.75954055786133,-73.98384094238281,40.761348724365234,N,162,5.087596335232384,0.004660417382373536,14,14,6,2.8768008533169972e-05
id2782897,A,2016-05-06 14:10:08,2016-05-06 14:52:18,1,-73.97570037841797,40.74052429199219,-73.78984069824217,40.6470184326172,N,2530,7.835974581721566,0.20805568113489137,14,14,4,8.223544708888986e-05
id1832712,B,2016-05-03 22:10:35,2016-05-03 22:17:20,1,-73.981201171875,40.76393127441406,-73.98116302490233,40.76403045654297,N,405,6.003887067106539,0.00010626516935617653,22,22,1,2.6238313421278154e-07
id1861035,A,2016-05-12 17:58:10,2016-05-12 18:02:08,1,-74.00090789794923,40.72741317749024,-74.00133514404298,40.719818115234375,N,238,5.472270673671475,0.007607069731185081,17,18,3,3.196247786212219e-05
id0690205,B,2016-06-17 16:00:25,2016-06-17 16:03:34,1,-73.98097229003906,40.78165817260742,-73.97125244140625,40.7827377319336,N,189,5.241747015059643,0.009779616852593308,16,16,4,5.17440045110757e-05
id2734875,A,2016-03-05 06:04:44,2016-03-05 06:10:14,1,-73.98236083984375,40.7315559387207,-73.97740936279298,40.7496337890625,N,330,5.799092654460526,0.018743686882912818,6,6,5,5.6799051160341876e-05
id0355024,B,2016-03-14 11:49:43,2016-03-14 12:08:41,6,-73.99178314208984,40.750091552734375,-73.97483825683594,40.75730895996094,N,1138,7.037027614686276,0.01841792885592965,11,12,0,1.6184471753892487e-05
id0671807,B,2016-01-29 11:28:13,2016-01-29 11:35:30,1,-73.96480560302734,40.760032653808594,-73.97239685058595,40.75868606567384,N,437,6.07993319509559,0.0077097560986534855,11,11,4,1.764246246831461e-05
id3339196,A,2016-06-19 04:44:40,2016-06-19 04:54:10,1,-73.99409484863281,40.72011184692384,-73.97748565673827,40.74964141845703,N,570,6.345636360828596,0.0338800951935433,4,4,6,5.943876349744438e-05
id1543866,B,2016-04-25 12:07:47,2016-04-25 12:20:08,5,-73.978271484375,40.72959899902344,-73.99211120605469,40.74293899536133,N,741,6.608000625296087,0.01922221107120998,12,12,0,2.5940905629163264e-05
id3318742,A,2016-06-17 15:29:31,2016-06-17 15:30:59,1,-73.98870086669923,40.74854278564453,-73.98831176757811,40.749038696289055,N,88,4.477336814478207,0.0006303376027260305,15,15,4,7.162927303704892e-06
id3718942,A,2016-04-08 20:29:01,2016-04-08 20:36:32,1,-73.99703216552734,40.72222518920898,-73.99090576171875,40.71514129638672,N,451,6.111467339502679,0.009365594542964038,20,20,4,2.076628501765862e-05
id1884929,B,2016-03-08 00:13:56,2016-03-08 00:21:47,1,-73.97972869873048,40.752716064453125,-73.97383880615233,40.74384689331056,N,471,6.154858094016418,0.01064673806094032,0,0,1,2.2604539407516604e-05
id0266018,A,2016-04-24 12:49:54,2016-04-24 12:56:30,1,-73.9647445678711,40.75921630859375,-73.97642517089844,40.764209747314446,N,396,5.981414211254481,0.012703185322577101,12,12,6,3.2078750814588636e-05
id1939101,B,2016-04-28 13:26:09,2016-04-28 13:37:44,1,-73.95664978027344,40.78376007080078,-73.96861267089844,40.7915496826172,N,695,6.543911845564792,0.014275461616222089,13,13,3,2.0540232541326747e-05
id2140530,B,2016-03-23 16:56:19,2016-03-23 17:01:31,1,-73.955810546875,40.77954864501953,-73.95227813720702,40.77471923828125,N,312,5.7430031878094825,0.00598340099827981,16,17,2,1.917756730217888e-05
id2795461,A,2016-01-13 05:25:09,2016-01-13 05:31:33,1,-73.98938751220702,40.75250244140625,-73.98686981201173,40.73375701904297,N,384,5.950642552587727,0.018913742988925758,5,5,2,4.9254539033660826e-05
id0743188,B,2016-06-11 09:21:58,2016-06-11 09:35:36,1,-73.98577880859375,40.72702026367188,-74.00599670410156,40.74859237670898,N,818,6.706862336602747,0.029565509629465817,9,9,5,3.614365480374794e-05
id0797647,A,2016-04-26 14:35:22,2016-04-26 14:37:55,1,-73.94992065429686,40.78058242797852,-73.95555877685547,40.77945327758789,N,153,5.030437921392435,0.00575007883342034,14,14,1,3.758221459751856e-05
id3653241,B,2016-04-09 12:22:19,2016-04-09 12:29:32,1,-74.00260162353516,40.7495002746582,-73.99375915527344,40.74245071411133,N,433,6.07073772800249,0.011308649294392322,12,12,5,2.6116972966264023e-05
id3812504,B,2016-01-17 07:14:09,2016-01-17 07:22:37,1,-73.98208618164062,40.77889251708984,-73.95481872558594,40.764995574951165,N,508,6.230481447578482,0.030604561106147364,7,7,6,6.024519902784914e-05
id3667993,B,2016-01-03 04:18:57,2016-01-03 04:27:03,1,-73.98052215576173,40.73052978515625,-73.99799346923827,40.746219635009766,N,486,6.186208623900494,0.023482295096970092,4,4,6,4.831747962339525e-05
id0124140,A,2016-05-03 17:17:03,2016-05-03 17:20:52,1,-73.98136138916014,40.78091430664063,-73.97632598876953,40.77594757080078,N,229,5.43372200355424,0.007072745011423943,17,17,1,3.088534939486438e-05
id2411621,B,2016-05-03 11:07:31,2016-05-03 11:43:40,4,-73.95844268798828,40.77600860595703,-73.9916000366211,40.768020629882805,N,2169,7.682021510826875,0.034105974991492004,11,11,1,1.572428538104749e-05
id1852204,B,2016-04-01 19:36:43,2016-04-01 19:44:23,5,-73.98876190185547,40.69356918334961,-74.0102310180664,40.70335006713867,N,460,6.131226489483141,0.02359213086124026,19,19,4,5.128724100269621e-05
id1226900,B,2016-05-12 12:04:22,2016-05-12 12:21:15,1,-73.97051239013672,40.765239715576165,-73.95551300048828,40.78525161743164,N,1013,6.920671504248683,0.025009156437170207,12,12,3,2.4688209710928142e-05
id1955337,A,2016-01-09 09:14:28,2016-01-09 09:27:11,1,-73.99102783203125,40.74631881713867,-73.99589538574217,40.76924514770508,N,763,6.637258031284457,0.02343735719676723,9,9,5,3.071737509405928e-05
id3404246,B,2016-05-28 04:06:33,2016-05-28 04:20:03,2,-73.98428344726561,40.754749298095696,-73.94107818603516,40.788230895996094,N,810,6.697034247666484,0.0546599670321501,4,4,5,6.748144078043223e-05
id0081164,B,2016-02-28 01:23:38,2016-02-28 01:27:04,1,-74.00045776367188,40.74217987060546,-73.99217987060547,40.74264526367188,N,206,5.327876168789581,0.008290965222766823,1,1,6,4.024740399401371e-05
id3944937,A,2016-03-13 03:22:12,2016-03-13 03:26:12,1,-73.99101257324217,40.75777053833008,-73.99777221679686,40.761585235595696,N,240,5.480638923341991,0.007761745693768954,3,3,6,3.2340607057370645e-05
id0130700,A,2016-03-10 22:32:55,2016-03-10 22:42:23,1,-73.97797393798828,40.759708404541016,-73.97647094726561,40.7822151184082,N,568,6.342121418721152,0.022556842647229767,22,22,3,3.971275113948902e-05
id0950935,B,2016-01-12 17:19:16,2016-01-12 17:23:54,6,-73.9697036743164,40.79730987548828,-73.96595764160156,40.80807113647461,N,278,5.627621113690637,0.011394625887520283,17,17,1,4.098786290474922e-05
id1520286,B,2016-06-12 16:18:29,2016-06-12 16:30:00,1,-74.00995635986328,40.709278106689446,-73.98757934570312,40.722747802734375,N,691,6.53813982376767,0.026118259403463486,16,16,6,3.779777048258102e-05
id2298318,B,2016-01-21 12:31:41,2016-01-21 12:46:31,2,-73.98345184326173,40.74419784545898,-74.00289154052734,40.73360061645508,N,890,6.7912214627261855,0.02214053053428659,12,12,3,2.487700060032201e-05
id3316768,A,2016-04-05 04:02:44,2016-04-05 04:05:27,1,-73.96215057373048,40.76214599609375,-73.96566009521484,40.758975982666016,N,163,5.093750200806762,0.0047292416074045315,4,4,1,2.901375219266584e-05
id2414418,B,2016-03-03 17:20:37,2016-03-03 17:24:09,2,-73.96060180664062,40.7616081237793,-73.95179748535155,40.773540496826165,N,212,5.356586274672012,0.014828944665447666,17,17,3,6.994785219550786e-05
id1226459,B,2016-02-01 19:47:16,2016-02-01 20:04:05,1,-73.98419952392578,40.75502014160156,-74.00390625,40.73160552978516,N,1009,6.9167150203536085,0.030603906598291528,19,20,0,3.0330928244094676e-05
id3827721,A,2016-05-18 17:23:44,2016-05-18 17:34:54,2,-73.9654769897461,40.774391174316406,-73.97118377685547,40.766868591308594,N,670,6.507277712385012,0.009442281197949891,17,17,2,1.409295701186551e-05
id3849530,B,2016-01-21 08:20:43,2016-01-21 08:40:50,1,-73.95360565185547,40.76668548583984,-73.9716567993164,40.75168228149414,N,1207,7.095893221097532,0.02347211250175881,8,8,3,1.944665493103464e-05
id3335946,A,2016-06-13 13:46:50,2016-06-13 14:03:05,1,-73.95658111572266,40.78654861450195,-73.97435760498048,40.762115478515625,N,975,6.882437470997847,0.030215587110960312,13,14,0,3.099034575483109e-05
id3471532,B,2016-02-25 21:48:52,2016-02-25 22:12:11,6,-73.98188781738281,40.77320098876953,-73.98007202148438,40.78995895385742,N,1399,7.243512974665482,0.016856052581543032,21,22,3,1.2048643732339551e-05
id2376962,A,2016-06-07 06:51:30,2016-06-07 07:01:59,1,-73.97405242919923,40.7474365234375,-73.98674774169923,40.73860931396485,N,629,6.444131256700441,0.015462554334477956,6,7,1,2.4582757288518213e-05
id0327557,A,2016-03-19 01:35:26,2016-03-19 01:44:36,1,-73.98005676269531,40.72694396972656,-73.997802734375,40.74166870117188,N,550,6.309918278226516,0.023059428158413962,1,1,5,4.1926233015298115e-05
id3364996,B,2016-04-28 20:48:43,2016-04-28 21:24:55,1,-73.97148895263672,40.76055908203125,-73.9765625,40.673038482666016,N,2172,7.683403681053826,0.08766753216611793,20,21,3,4.036258387022004e-05
id1532356,A,2016-05-23 17:38:10,2016-05-23 17:44:23,3,-73.982177734375,40.74544143676758,-73.9831771850586,40.737895965576165,N,373,5.921578419643816,0.007611375510995689,17,17,0,2.0405832469157344e-05
id1230920,A,2016-04-28 20:02:13,2016-04-28 20:11:57,1,-73.99112701416014,40.74977111816406,-73.97978210449217,40.767105102539055,N,584,6.369900982828227,0.020716514902050214,20,20,3,3.547348442131886e-05
id3724657,B,2016-03-05 00:46:52,2016-03-05 00:53:52,5,-74.0074920654297,40.72597122192384,-73.99302673339844,40.742462158203125,N,420,6.040254711277414,0.021936198625606935,0,0,5,5.222904434668318e-05
id0840923,B,2016-02-19 00:29:56,2016-02-19 00:36:03,1,-73.96765899658203,40.75607299804688,-73.98439025878906,40.759143829345696,N,367,5.905361848054571,0.017010736018944254,0,0,4,4.6350779343172355e-05
